 753157 zhining   20   0  170208  27300  20184 R  23.5   0.0   0:00.05 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   0.0   0.2   0:00.20 db_bench
 753157 zhining   20   0 4858828 113016  23520 D   5.9   0.2   0:00.21 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 6894588 166576  23828 D   0.0   0.3   0:00.35 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0 8930348 219904  23832 D   0.0   0.3   0:00.50 db_bench
 753157 zhining   20   0   10.5g 273232  23836 D   0.0   0.4   0:00.64 db_bench
 753157 zhining   20   0   10.5g 273232  23836 D   0.0   0.4   0:00.64 db_bench
 753157 zhining   20   0   10.5g 273232  23836 D   0.0   0.4   0:00.64 db_bench
 753157 zhining   20   0   10.5g 273232  23836 D   0.0   0.4   0:00.64 db_bench
 753157 zhining   20   0   10.5g 273232  23836 D   0.0   0.4   0:00.64 db_bench
